id,name,type,mode,octave,inversion,split,,,,
29236,F-2-I-i#-ii-V-64,progression,I-i#-ii-V,2,64,train,,,,
29237,F-6-i-vi-ii-V-min-140,progression,i-vi-ii-V-min,6,140,validation,,,,
29238,G-7-I-i#-ii-V-140,progression,I-i#-ii-V,7,140,train,,,,
29239,B-1-I-i#-ii-V-42,progression,I-i#-ii-V,1,42,train,,,,
29240,G-6-iii-VI-ii-V-84,progression,iii-VI-ii-V,6,84,train,,,,
29241,A-4-I-i#-ii-V-104,progression,I-i#-ii-V,4,104,train,,,,
29242,E-6-ii-V-i-min-41,progression,ii-V-i-min,6,41,train,,,,
29243,F#-3-ii-triV-I-56,progression,ii-triV-I,3,56,train,,,,
29244,D-5-iii-VI-ii-V-6,progression,iii-VI-ii-V,5,6,train,,,,
29245,E-7-iii-VI-ii-V-122,progression,iii-VI-ii-V,7,122,validation,,,,
29246,F#-5-I-VI-ii-V-maj-129,progression,I-VI-ii-V-maj,5,129,train,,,,
29247,G-3-iii-VI-ii-V-216,progression,iii-VI-ii-V,3,216,train,,,,
29248,C#-1-iii-VI-ii-V-171,progression,iii-VI-ii-V,1,171,train,,,,
29249,F-1-ii#-V#-ii-V-221,progression,ii#-V#-ii-V,1,221,validation,,,,
29250,F#-2-ii#-V#-ii-V-230,progression,ii#-V#-ii-V,2,230,train,,,,
29251,Ab-1-ii-V-i-min-54,progression,ii-V-i-min,1,54,train,,,,
29252,F#-5-iii-VI-ii-V-155,progression,iii-VI-ii-V,5,155,train,,,,
29253,C-7-I-i#-ii-V-78,progression,I-i#-ii-V,7,78,test,,,,
29254,G-2-I-VI-ii-V-maj-243,progression,I-VI-ii-V-maj,2,243,train,,,,
29255,F#-1-I-IV7-iii-VI7-32,progression,I-IV7-iii-VI7,1,32,train,,,,
29256,C-4-ii#-V#-ii-V-245,progression,ii#-V#-ii-V,4,245,train,,,,
29257,Eb-5-I-IV7-iii-VI7-177,progression,I-IV7-iii-VI7,5,177,train,,,,
29258,C#-1-ii#-V#-ii-V-90,progression,ii#-V#-ii-V,1,90,validation,,,,
29259,E-7-ii-V-i-min-44,progression,ii-V-i-min,7,44,train,,,,
29260,Eb-1-I-i#-ii-V-30,progression,I-i#-ii-V,1,30,train,,,,
29261,D-3-I-IV7-iii-VI7-123,progression,I-IV7-iii-VI7,3,123,train,,,,
29262,C-6-iii-VI-ii-V-94,progression,iii-VI-ii-V,6,94,test,,,,
29263,D-7-i-vi-ii-V-min-99,progression,i-vi-ii-V-min,7,99,train,,,,
29264,C-2-I-VI-ii-V-maj-25,progression,I-VI-ii-V-maj,2,25,validation,,,,
29265,G-6-ii#-V#-ii-V-153,progression,ii#-V#-ii-V,6,153,train,,,,
29266,F#-6-I-IV7-iii-VI7-173,progression,I-IV7-iii-VI7,6,173,train,,,,
29267,C#-6-iii-VI-ii-V-58,progression,iii-VI-ii-V,6,58,train,,,,
29268,C-6-I-IV7-iii-VI7-201,progression,I-IV7-iii-VI7,6,201,train,,,,
29269,Bb-2-I-IV7-iii-VI7-162,progression,I-IV7-iii-VI7,2,162,train,,,,
29270,F-6-I-i#-ii-V-178,progression,I-i#-ii-V,6,178,train,,,,
29271,F-7-ii-V-i-min-25,progression,ii-V-i-min,7,25,test,,,,
29272,C-7-ii#-V#-ii-V-171,progression,ii#-V#-ii-V,7,171,train,,,,
29273,C#-2-iii-VI-ii-V-182,progression,iii-VI-ii-V,2,182,train,,,,
29274,D-3-I-i#-ii-V-53,progression,I-i#-ii-V,3,53,train,,,,
29275,Eb-5-I-i#-ii-V-66,progression,I-i#-ii-V,5,66,test,,,,
29276,F#-2-ii#-V#-ii-V-162,progression,ii#-V#-ii-V,2,162,train,,,,
29277,A-2-I-IV7-iii-VI7-75,progression,I-IV7-iii-VI7,2,75,train,,,,
29278,F-5-I-VI-ii-V-maj-193,progression,I-VI-ii-V-maj,5,193,train,,,,
29279,F#-5-ii#-V#-ii-V-24,progression,ii#-V#-ii-V,5,24,train,,,,
29280,Ab-7-iii-VI-ii-V-216,progression,iii-VI-ii-V,7,216,train,,,,
29281,C-6-ii#-V#-ii-V-154,progression,ii#-V#-ii-V,6,154,test,,,,
29282,C#-3-i-vi-ii-V-min-220,progression,i-vi-ii-V-min,3,220,train,,,,
29283,Bb-7-ii-triV-I-31,progression,ii-triV-I,7,31,train,,,,
29284,D-1-i-vi-ii-V-min-190,progression,i-vi-ii-V-min,1,190,train,,,,
29285,F-5-i-vi-ii-V-min-70,progression,i-vi-ii-V-min,5,70,train,,,,
29286,A-7-I-VI-ii-V-maj-29,progression,I-VI-ii-V-maj,7,29,train,,,,
29287,F#-6-I-VI-ii-V-maj-122,progression,I-VI-ii-V-maj,6,122,train,,,,
29288,G-4-I-i#-ii-V-249,progression,I-i#-ii-V,4,249,train,,,,
29289,C-8-ii#-V#-ii-V-190,progression,ii#-V#-ii-V,8,190,train,,,,
29290,Bb-5-I-IV7-iii-VI7-93,progression,I-IV7-iii-VI7,5,93,train,,,,
29291,E-7-ii-triV-I-44,progression,ii-triV-I,7,44,train,,,,
29292,Ab-1-i-vi-ii-V-min-166,progression,i-vi-ii-V-min,1,166,train,,,,
29293,Eb-5-i-vi-ii-V-min-120,progression,i-vi-ii-V-min,5,120,train,,,,
29294,A-5-ii-triV-I-15,progression,ii-triV-I,5,15,validation,,,,
29295,F-4-iii-VI-ii-V-61,progression,iii-VI-ii-V,4,61,train,,,,
29296,G-5-I-IV7-iii-VI7-162,progression,I-IV7-iii-VI7,5,162,train,,,,
29297,F-4-i-vi-ii-V-min-250,progression,i-vi-ii-V-min,4,250,train,,,,
29298,B-1-ii-V-I-maj-29,progression,ii-V-I-maj,1,29,train,,,,
29299,Bb-6-I-IV7-iii-VI7-178,progression,I-IV7-iii-VI7,6,178,train,,,,
29300,E-2-I-VI-ii-V-maj-31,progression,I-VI-ii-V-maj,2,31,train,,,,
29301,Eb-1-I-i#-ii-V-182,progression,I-i#-ii-V,1,182,train,,,,
29302,F#-2-ii-triV-I-15,progression,ii-triV-I,2,15,train,,,,
29303,D-6-i-vi-ii-V-min-76,progression,i-vi-ii-V-min,6,76,train,,,,
29304,Eb-2-ii-triV-I-44,progression,ii-triV-I,2,44,train,,,,
29305,Ab-5-i-vi-ii-V-min-183,progression,i-vi-ii-V-min,5,183,test,,,,
29306,A-6-ii-V-I-maj-1,progression,ii-V-I-maj,6,1,train,,,,
29307,E-3-iii-VI-ii-V-8,progression,iii-VI-ii-V,3,8,test,,,,
29308,G-6-I-i#-ii-V-214,progression,I-i#-ii-V,6,214,train,,,,
29309,F#-6-ii-V-I-maj-44,progression,ii-V-I-maj,6,44,train,,,,
29310,Bb-2-i-vi-ii-V-min-170,progression,i-vi-ii-V-min,2,170,train,,,,
29311,A-1-ii#-V#-ii-V-134,progression,ii#-V#-ii-V,1,134,test,,,,
29312,Eb-1-I-IV7-iii-VI7-52,progression,I-IV7-iii-VI7,1,52,train,,,,
29313,F#-7-i-vi-ii-V-min-128,progression,i-vi-ii-V-min,7,128,train,,,,
29314,E-2-I-i#-ii-V-244,progression,I-i#-ii-V,2,244,validation,,,,
29315,C-6-I-VI-ii-V-maj-190,progression,I-VI-ii-V-maj,6,190,train,,,,
29316,F-2-I-VI-ii-V-maj-13,progression,I-VI-ii-V-maj,2,13,validation,,,,
29317,Bb-1-ii#-V#-ii-V-27,progression,ii#-V#-ii-V,1,27,train,,,,
29318,G-1-I-i#-ii-V-197,progression,I-i#-ii-V,1,197,test,,,,
29319,A-3-I-VI-ii-V-maj-204,progression,I-VI-ii-V-maj,3,204,train,,,,
29320,D-5-I-i#-ii-V-38,progression,I-i#-ii-V,5,38,train,,,,
29321,E-5-ii#-V#-ii-V-126,progression,ii#-V#-ii-V,5,126,train,,,,
29322,Bb-6-ii#-V#-ii-V-58,progression,ii#-V#-ii-V,6,58,train,,,,
29323,A-3-I-IV7-iii-VI7-202,progression,I-IV7-iii-VI7,3,202,train,,,,
29324,E-3-iii-VI-ii-V-230,progression,iii-VI-ii-V,3,230,validation,,,,
29325,B-6-ii#-V#-ii-V-118,progression,ii#-V#-ii-V,6,118,train,,,,
29326,D-1-I-IV7-iii-VI7-93,progression,I-IV7-iii-VI7,1,93,train,,,,
29327,B-4-I-VI-ii-V-maj-60,progression,I-VI-ii-V-maj,4,60,train,,,,
29328,A-6-i-vi-ii-V-min-255,progression,i-vi-ii-V-min,6,255,train,,,,
29329,E-7-I-IV7-iii-VI7-101,progression,I-IV7-iii-VI7,7,101,train,,,,
29330,E-7-I-IV7-iii-VI7-113,progression,I-IV7-iii-VI7,7,113,train,,,,
29331,A-6-i-vi-ii-V-min-69,progression,i-vi-ii-V-min,6,69,train,,,,
29332,Ab-3-I-i#-ii-V-239,progression,I-i#-ii-V,3,239,train,,,,
29333,C#-7-i-vi-ii-V-min-212,progression,i-vi-ii-V-min,7,212,test,,,,
29334,B-4-I-VI-ii-V-maj-129,progression,I-VI-ii-V-maj,4,129,train,,,,
29335,G-3-i-vi-ii-V-min-51,progression,i-vi-ii-V-min,3,51,train,,,,
29336,F-7-I-i#-ii-V-211,progression,I-i#-ii-V,7,211,train,,,,
29337,F#-3-I-IV7-iii-VI7-26,progression,I-IV7-iii-VI7,3,26,train,,,,
29338,C-1-ii#-V#-ii-V-144,progression,ii#-V#-ii-V,1,144,train,,,,
29339,C-6-iii-VI-ii-V-83,progression,iii-VI-ii-V,6,83,test,,,,
29340,B-5-I-VI-ii-V-maj-34,progression,I-VI-ii-V-maj,5,34,test,,,,
29341,F-4-iii-VI-ii-V-179,progression,iii-VI-ii-V,4,179,train,,,,
29342,B-2-iii-VI-ii-V-67,progression,iii-VI-ii-V,2,67,train,,,,
29343,D-2-I-i#-ii-V-20,progression,I-i#-ii-V,2,20,train,,,,
29344,D-3-iii-VI-ii-V-72,progression,iii-VI-ii-V,3,72,train,,,,
29345,G-4-I-i#-ii-V-59,progression,I-i#-ii-V,4,59,train,,,,
29346,Ab-6-I-VI-ii-V-maj-81,progression,I-VI-ii-V-maj,6,81,train,,,,
29347,Ab-6-I-VI-ii-V-maj-126,progression,I-VI-ii-V-maj,6,126,train,,,,
29348,A-6-i-vi-ii-V-min-210,progression,i-vi-ii-V-min,6,210,train,,,,
29349,D-7-ii-triV-I-34,progression,ii-triV-I,7,34,train,,,,
29350,Eb-7-I-i#-ii-V-170,progression,I-i#-ii-V,7,170,train,,,,
29351,Bb-2-I-IV7-iii-VI7-31,progression,I-IV7-iii-VI7,2,31,validation,,,,
29352,F-3-I-i#-ii-V-39,progression,I-i#-ii-V,3,39,train,,,,
29353,G-3-iii-VI-ii-V-203,progression,iii-VI-ii-V,3,203,train,,,,
29354,Eb-2-ii-V-I-maj-36,progression,ii-V-I-maj,2,36,train,,,,
29355,Bb-2-i-vi-ii-V-min-213,progression,i-vi-ii-V-min,2,213,train,,,,
29356,Ab-4-i-vi-ii-V-min-183,progression,i-vi-ii-V-min,4,183,train,,,,
29357,E-3-ii#-V#-ii-V-217,progression,ii#-V#-ii-V,3,217,train,,,,
29358,A-6-ii-V-i-min-32,progression,ii-V-i-min,6,32,validation,,,,
29359,F#-5-i-vi-ii-V-min-155,progression,i-vi-ii-V-min,5,155,train,,,,
29360,E-1-I-VI-ii-V-maj-158,progression,I-VI-ii-V-maj,1,158,train,,,,
29361,F-6-ii#-V#-ii-V-218,progression,ii#-V#-ii-V,6,218,validation,,,,
29362,Ab-2-ii#-V#-ii-V-105,progression,ii#-V#-ii-V,2,105,train,,,,
29363,E-1-ii#-V#-ii-V-128,progression,ii#-V#-ii-V,1,128,train,,,,
29364,B-3-i-vi-ii-V-min-59,progression,i-vi-ii-V-min,3,59,train,,,,
29365,Eb-6-i-vi-ii-V-min-245,progression,i-vi-ii-V-min,6,245,train,,,,
29366,G-3-i-vi-ii-V-min-70,progression,i-vi-ii-V-min,3,70,validation,,,,
29367,C-6-I-VI-ii-V-maj-130,progression,I-VI-ii-V-maj,6,130,train,,,,
29368,F-3-ii#-V#-ii-V-69,progression,ii#-V#-ii-V,3,69,train,,,,
29369,D-7-I-VI-ii-V-maj-212,progression,I-VI-ii-V-maj,7,212,train,,,,
29370,F-2-ii#-V#-ii-V-101,progression,ii#-V#-ii-V,2,101,train,,,,
29371,F-3-ii#-V#-ii-V-248,progression,ii#-V#-ii-V,3,248,train,,,,
29372,Eb-7-iii-VI-ii-V-118,progression,iii-VI-ii-V,7,118,train,,,,
29373,D-7-I-VI-ii-V-maj-157,progression,I-VI-ii-V-maj,7,157,train,,,,
29374,A-6-I-IV7-iii-VI7-129,progression,I-IV7-iii-VI7,6,129,train,,,,
29375,Ab-7-iii-VI-ii-V-210,progression,iii-VI-ii-V,7,210,test,,,,
29376,Bb-5-ii-triV-I-28,progression,ii-triV-I,5,28,train,,,,
29377,Eb-1-I-i#-ii-V-35,progression,I-i#-ii-V,1,35,train,,,,
29378,A-5-I-IV7-iii-VI7-146,progression,I-IV7-iii-VI7,5,146,validation,,,,
29379,D-2-I-i#-ii-V-127,progression,I-i#-ii-V,2,127,train,,,,
29380,A-7-i-vi-ii-V-min-197,progression,i-vi-ii-V-min,7,197,train,,,,
29381,G-6-I-VI-ii-V-maj-151,progression,I-VI-ii-V-maj,6,151,train,,,,
29382,G-4-iii-VI-ii-V-93,progression,iii-VI-ii-V,4,93,train,,,,
29383,F-7-iii-VI-ii-V-86,progression,iii-VI-ii-V,7,86,train,,,,
29384,F#-6-I-VI-ii-V-maj-46,progression,I-VI-ii-V-maj,6,46,train,,,,
29385,Eb-7-i-vi-ii-V-min-107,progression,i-vi-ii-V-min,7,107,train,,,,
29386,C-2-ii#-V#-ii-V-229,progression,ii#-V#-ii-V,2,229,train,,,,
29387,Ab-1-ii#-V#-ii-V-67,progression,ii#-V#-ii-V,1,67,test,,,,
29388,F#-1-i-vi-ii-V-min-16,progression,i-vi-ii-V-min,1,16,train,,,,
29389,F#-3-ii#-V#-ii-V-150,progression,ii#-V#-ii-V,3,150,train,,,,
29390,C-7-ii#-V#-ii-V-82,progression,ii#-V#-ii-V,7,82,train,,,,
29391,F-7-i-vi-ii-V-min-98,progression,i-vi-ii-V-min,7,98,train,,,,
29392,F-2-I-IV7-iii-VI7-49,progression,I-IV7-iii-VI7,2,49,validation,,,,
29393,A-1-i-vi-ii-V-min-115,progression,i-vi-ii-V-min,1,115,test,,,,
29394,Eb-6-ii-V-i-min-20,progression,ii-V-i-min,6,20,train,,,,
29395,Ab-2-I-i#-ii-V-242,progression,I-i#-ii-V,2,242,train,,,,
29396,Ab-6-I-i#-ii-V-252,progression,I-i#-ii-V,6,252,train,,,,
29397,A-4-iii-VI-ii-V-21,progression,iii-VI-ii-V,4,21,train,,,,
29398,A-4-ii-V-i-min-29,progression,ii-V-i-min,4,29,train,,,,
29399,G-3-ii#-V#-ii-V-252,progression,ii#-V#-ii-V,3,252,train,,,,
29400,C-1-I-i#-ii-V-70,progression,I-i#-ii-V,1,70,train,,,,
29401,Eb-6-i-vi-ii-V-min-214,progression,i-vi-ii-V-min,6,214,test,,,,
29402,Eb-2-I-i#-ii-V-181,progression,I-i#-ii-V,2,181,train,,,,
29403,F#-3-ii-V-I-maj-49,progression,ii-V-I-maj,3,49,train,,,,
29404,Bb-4-iii-VI-ii-V-120,progression,iii-VI-ii-V,4,120,train,,,,
29405,B-6-I-i#-ii-V-26,progression,I-i#-ii-V,6,26,train,,,,
29406,A-7-ii#-V#-ii-V-115,progression,ii#-V#-ii-V,7,115,train,,,,
29407,C-4-i-vi-ii-V-min-79,progression,i-vi-ii-V-min,4,79,test,,,,
29408,F#-7-iii-VI-ii-V-124,progression,iii-VI-ii-V,7,124,test,,,,
29409,B-6-ii#-V#-ii-V-189,progression,ii#-V#-ii-V,6,189,train,,,,
29410,G-2-I-IV7-iii-VI7-13,progression,I-IV7-iii-VI7,2,13,train,,,,
29411,G-6-ii#-V#-ii-V-240,progression,ii#-V#-ii-V,6,240,train,,,,
29412,C#-3-iii-VI-ii-V-135,progression,iii-VI-ii-V,3,135,train,,,,
29413,C#-3-I-VI-ii-V-maj-245,progression,I-VI-ii-V-maj,3,245,train,,,,
29414,A-1-I-VI-ii-V-maj-96,progression,I-VI-ii-V-maj,1,96,train,,,,
29415,C#-7-I-VI-ii-V-maj-234,progression,I-VI-ii-V-maj,7,234,test,,,,
29416,Eb-2-iii-VI-ii-V-51,progression,iii-VI-ii-V,2,51,train,,,,
29417,F-1-ii-V-I-maj-9,progression,ii-V-I-maj,1,9,train,,,,
29418,Bb-6-i-vi-ii-V-min-148,progression,i-vi-ii-V-min,6,148,train,,,,
29419,A-2-i-vi-ii-V-min-84,progression,i-vi-ii-V-min,2,84,train,,,,
29420,Eb-1-I-VI-ii-V-maj-168,progression,I-VI-ii-V-maj,1,168,validation,,,,
29421,A-1-ii#-V#-ii-V-23,progression,ii#-V#-ii-V,1,23,train,,,,
29422,Ab-2-ii-V-I-maj-53,progression,ii-V-I-maj,2,53,validation,,,,
29423,C-7-iii-VI-ii-V-206,progression,iii-VI-ii-V,7,206,train,,,,
29424,C#-1-ii-triV-I-30,progression,ii-triV-I,1,30,test,,,,
29425,F-6-i-vi-ii-V-min-159,progression,i-vi-ii-V-min,6,159,train,,,,
29426,G-4-I-i#-ii-V-90,progression,I-i#-ii-V,4,90,train,,,,
29427,Eb-3-ii#-V#-ii-V-71,progression,ii#-V#-ii-V,3,71,train,,,,
29428,F-4-iii-VI-ii-V-123,progression,iii-VI-ii-V,4,123,train,,,,
29429,F-3-iii-VI-ii-V-71,progression,iii-VI-ii-V,3,71,train,,,,
29430,F#-3-i-vi-ii-V-min-16,progression,i-vi-ii-V-min,3,16,train,,,,
29431,Bb-1-I-IV7-iii-VI7-187,progression,I-IV7-iii-VI7,1,187,train,,,,
29432,F#-6-I-IV7-iii-VI7-109,progression,I-IV7-iii-VI7,6,109,train,,,,
29433,Eb-7-I-i#-ii-V-169,progression,I-i#-ii-V,7,169,train,,,,
29434,F#-3-ii#-V#-ii-V-162,progression,ii#-V#-ii-V,3,162,train,,,,
29435,F#-3-ii#-V#-ii-V-64,progression,ii#-V#-ii-V,3,64,train,,,,
29436,F-1-I-VI-ii-V-maj-79,progression,I-VI-ii-V-maj,1,79,train,,,,
29437,E-3-I-VI-ii-V-maj-111,progression,I-VI-ii-V-maj,3,111,train,,,,
29438,B-5-i-vi-ii-V-min-110,progression,i-vi-ii-V-min,5,110,train,,,,
29439,D-2-I-VI-ii-V-maj-252,progression,I-VI-ii-V-maj,2,252,train,,,,
29440,E-5-I-VI-ii-V-maj-145,progression,I-VI-ii-V-maj,5,145,test,,,,
29441,Ab-1-iii-VI-ii-V-85,progression,iii-VI-ii-V,1,85,train,,,,
29442,F#-3-I-VI-ii-V-maj-163,progression,I-VI-ii-V-maj,3,163,train,,,,
29443,Eb-2-ii#-V#-ii-V-94,progression,ii#-V#-ii-V,2,94,train,,,,
29444,E-7-I-i#-ii-V-86,progression,I-i#-ii-V,7,86,train,,,,
29445,C#-1-i-vi-ii-V-min-243,progression,i-vi-ii-V-min,1,243,train,,,,
29446,F-7-ii-V-i-min-7,progression,ii-V-i-min,7,7,train,,,,
29447,Eb-6-I-VI-ii-V-maj-101,progression,I-VI-ii-V-maj,6,101,train,,,,
29448,Eb-1-ii-V-I-maj-59,progression,ii-V-I-maj,1,59,train,,,,
29449,A-4-i-vi-ii-V-min-107,progression,i-vi-ii-V-min,4,107,test,,,,
29450,F-1-I-i#-ii-V-12,progression,I-i#-ii-V,1,12,train,,,,
29451,Ab-2-ii-V-i-min-16,progression,ii-V-i-min,2,16,validation,,,,
29452,F-6-iii-VI-ii-V-225,progression,iii-VI-ii-V,6,225,train,,,,
29453,F#-7-I-IV7-iii-VI7-201,progression,I-IV7-iii-VI7,7,201,validation,,,,
29454,C-3-I-VI-ii-V-maj-162,progression,I-VI-ii-V-maj,3,162,test,,,,
29455,Eb-2-I-i#-ii-V-108,progression,I-i#-ii-V,2,108,train,,,,
29456,F#-1-ii#-V#-ii-V-42,progression,ii#-V#-ii-V,1,42,train,,,,
29457,E-1-I-IV7-iii-VI7-135,progression,I-IV7-iii-VI7,1,135,train,,,,
29458,C-2-I-i#-ii-V-196,progression,I-i#-ii-V,2,196,train,,,,
29459,Eb-5-I-IV7-iii-VI7-248,progression,I-IV7-iii-VI7,5,248,train,,,,
29460,A-1-I-i#-ii-V-211,progression,I-i#-ii-V,1,211,train,,,,
29461,C-6-I-i#-ii-V-11,progression,I-i#-ii-V,6,11,validation,,,,
29462,Ab-4-I-VI-ii-V-maj-230,progression,I-VI-ii-V-maj,4,230,train,,,,
29463,D-5-I-IV7-iii-VI7-170,progression,I-IV7-iii-VI7,5,170,train,,,,
29464,Eb-1-I-IV7-iii-VI7-213,progression,I-IV7-iii-VI7,1,213,train,,,,
29465,F-1-I-i#-ii-V-74,progression,I-i#-ii-V,1,74,train,,,,
29466,Eb-6-iii-VI-ii-V-142,progression,iii-VI-ii-V,6,142,train,,,,
29467,Eb-5-I-i#-ii-V-112,progression,I-i#-ii-V,5,112,validation,,,,
29468,F#-2-I-i#-ii-V-239,progression,I-i#-ii-V,2,239,train,,,,
29469,G-6-iii-VI-ii-V-122,progression,iii-VI-ii-V,6,122,train,,,,
29470,C#-6-ii#-V#-ii-V-225,progression,ii#-V#-ii-V,6,225,test,,,,
29471,E-2-iii-VI-ii-V-128,progression,iii-VI-ii-V,2,128,train,,,,
29472,A-7-iii-VI-ii-V-205,progression,iii-VI-ii-V,7,205,train,,,,
29473,F#-3-I-i#-ii-V-190,progression,I-i#-ii-V,3,190,train,,,,
29474,C-5-ii-V-i-min-61,progression,ii-V-i-min,5,61,train,,,,
29475,E-3-ii#-V#-ii-V-113,progression,ii#-V#-ii-V,3,113,train,,,,
29476,F-3-I-i#-ii-V-62,progression,I-i#-ii-V,3,62,train,,,,
29477,B-4-iii-VI-ii-V-217,progression,iii-VI-ii-V,4,217,train,,,,
29478,Eb-2-I-i#-ii-V-28,progression,I-i#-ii-V,2,28,train,,,,
29479,G-6-i-vi-ii-V-min-231,progression,i-vi-ii-V-min,6,231,test,,,,
29480,Bb-1-I-VI-ii-V-maj-102,progression,I-VI-ii-V-maj,1,102,train,,,,
29481,D-5-I-VI-ii-V-maj-129,progression,I-VI-ii-V-maj,5,129,train,,,,
29482,F#-5-ii#-V#-ii-V-69,progression,ii#-V#-ii-V,5,69,train,,,,
29483,A-5-i-vi-ii-V-min-37,progression,i-vi-ii-V-min,5,37,train,,,,
29484,Bb-3-I-IV7-iii-VI7-141,progression,I-IV7-iii-VI7,3,141,train,,,,
29485,Bb-7-I-VI-ii-V-maj-53,progression,I-VI-ii-V-maj,7,53,train,,,,
29486,G-3-I-i#-ii-V-55,progression,I-i#-ii-V,3,55,train,,,,
29487,E-4-I-VI-ii-V-maj-203,progression,I-VI-ii-V-maj,4,203,train,,,,
29488,Bb-3-I-i#-ii-V-191,progression,I-i#-ii-V,3,191,validation,,,,
29489,C#-2-ii#-V#-ii-V-10,progression,ii#-V#-ii-V,2,10,train,,,,
29490,F#-6-I-i#-ii-V-0,progression,I-i#-ii-V,6,0,train,,,,
29491,G-3-ii#-V#-ii-V-71,progression,ii#-V#-ii-V,3,71,train,,,,
29492,C-6-I-IV7-iii-VI7-84,progression,I-IV7-iii-VI7,6,84,train,,,,
29493,D-6-iii-VI-ii-V-64,progression,iii-VI-ii-V,6,64,test,,,,
29494,F-5-I-VI-ii-V-maj-218,progression,I-VI-ii-V-maj,5,218,train,,,,
29495,F#-6-i-vi-ii-V-min-67,progression,i-vi-ii-V-min,6,67,train,,,,
29496,E-7-ii#-V#-ii-V-166,progression,ii#-V#-ii-V,7,166,train,,,,
29497,Eb-7-ii-V-i-min-4,progression,ii-V-i-min,7,4,test,,,,
29498,G-1-i-vi-ii-V-min-157,progression,i-vi-ii-V-min,1,157,train,,,,
29499,E-2-I-IV7-iii-VI7-84,progression,I-IV7-iii-VI7,2,84,train,,,,
29500,G-1-iii-VI-ii-V-134,progression,iii-VI-ii-V,1,134,train,,,,
29501,D-1-I-IV7-iii-VI7-61,progression,I-IV7-iii-VI7,1,61,train,,,,
29502,C-8-ii#-V#-ii-V-27,progression,ii#-V#-ii-V,8,27,train,,,,
29503,Ab-2-I-IV7-iii-VI7-162,progression,I-IV7-iii-VI7,2,162,validation,,,,
29504,F#-1-ii#-V#-ii-V-6,progression,ii#-V#-ii-V,1,6,train,,,,
29505,Eb-7-iii-VI-ii-V-210,progression,iii-VI-ii-V,7,210,train,,,,
29506,Eb-3-i-vi-ii-V-min-109,progression,i-vi-ii-V-min,3,109,test,,,,
29507,B-7-ii-V-i-min-35,progression,ii-V-i-min,7,35,test,,,,
29508,C#-6-I-VI-ii-V-maj-114,progression,I-VI-ii-V-maj,6,114,validation,,,,
29509,F#-6-ii-V-i-min-61,progression,ii-V-i-min,6,61,train,,,,
29510,A-4-i-vi-ii-V-min-145,progression,i-vi-ii-V-min,4,145,train,,,,
29511,Bb-2-I-IV7-iii-VI7-164,progression,I-IV7-iii-VI7,2,164,train,,,,
29512,C#-1-ii-V-i-min-37,progression,ii-V-i-min,1,37,train,,,,
29513,B-3-ii-V-i-min-34,progression,ii-V-i-min,3,34,train,,,,
29514,B-1-ii-V-I-maj-53,progression,ii-V-I-maj,1,53,train,,,,
29515,C#-6-I-i#-ii-V-183,progression,I-i#-ii-V,6,183,train,,,,
29516,A-2-ii-V-I-maj-50,progression,ii-V-I-maj,2,50,train,,,,
29517,G-3-iii-VI-ii-V-248,progression,iii-VI-ii-V,3,248,train,,,,
29518,C#-2-ii#-V#-ii-V-198,progression,ii#-V#-ii-V,2,198,validation,,,,
29519,G-1-i-vi-ii-V-min-123,progression,i-vi-ii-V-min,1,123,train,,,,
29520,A-2-ii-V-I-maj-42,progression,ii-V-I-maj,2,42,train,,,,
29521,Ab-6-I-i#-ii-V-132,progression,I-i#-ii-V,6,132,train,,,,
29522,Bb-7-I-VI-ii-V-maj-31,progression,I-VI-ii-V-maj,7,31,train,,,,
29523,Ab-5-iii-VI-ii-V-68,progression,iii-VI-ii-V,5,68,train,,,,
29524,F-2-i-vi-ii-V-min-101,progression,i-vi-ii-V-min,2,101,train,,,,
29525,A-4-ii-triV-I-59,progression,ii-triV-I,4,59,train,,,,
29526,E-1-I-VI-ii-V-maj-167,progression,I-VI-ii-V-maj,1,167,train,,,,
29527,F#-3-I-VI-ii-V-maj-224,progression,I-VI-ii-V-maj,3,224,train,,,,
29528,F#-2-I-VI-ii-V-maj-170,progression,I-VI-ii-V-maj,2,170,train,,,,
29529,B-3-i-vi-ii-V-min-54,progression,i-vi-ii-V-min,3,54,train,,,,
29530,F#-4-iii-VI-ii-V-186,progression,iii-VI-ii-V,4,186,train,,,,
29531,E-7-I-IV7-iii-VI7-45,progression,I-IV7-iii-VI7,7,45,train,,,,
29532,A-5-I-IV7-iii-VI7-191,progression,I-IV7-iii-VI7,5,191,train,,,,
29533,Ab-1-I-i#-ii-V-132,progression,I-i#-ii-V,1,132,train,,,,
29534,E-6-iii-VI-ii-V-198,progression,iii-VI-ii-V,6,198,train,,,,
29535,Ab-4-I-VI-ii-V-maj-246,progression,I-VI-ii-V-maj,4,246,train,,,,
29536,E-3-I-VI-ii-V-maj-159,progression,I-VI-ii-V-maj,3,159,train,,,,
29537,C-5-ii-V-i-min-10,progression,ii-V-i-min,5,10,train,,,,
29538,G-1-I-i#-ii-V-196,progression,I-i#-ii-V,1,196,train,,,,
29539,D-1-I-i#-ii-V-103,progression,I-i#-ii-V,1,103,train,,,,
29540,E-7-ii-V-i-min-62,progression,ii-V-i-min,7,62,train,,,,
29541,A-6-ii-triV-I-63,progression,ii-triV-I,6,63,train,,,,
